country,city,address_1,reason_for_recall,address_2,product_quantity,code_info,center_classification_date,distribution_pattern,state,product_description,report_date,classification,recalling_firm,recall_number,initial_firm_notification,event_id,termination_date,more_code_info,recall_initiation_date,postal_code,voluntary_mandated,status,openfda.pharm_class_cs,openfda.pharm_class_moa,openfda.pharm_class_pe,openfda.original_packager_product_ndc,application_number,brand_name,generic_name,manufacturer_name,product_ndc,route,substance_name,rxcui,spl_id,spl_set_id,package_ndc,is_original_packager,upc,nui,pharm_class_epc,unii
United States,New York,235 E 42nd St,Non-Sterility: Confirmed customer complaints of glass product container vials that may be empty or cracked.,,53600 vials,"Lots # 691853F, EXP. 9/1/2018; 700753F, EXP. 10/1/2018.",20180314,Nationwide in the USA,NY,"Hydromorphone, Hydrochloride, Injection, USP CII, 10 mg/mL, Rx Only, 1 mL Single-dose Vial, High Potency Formulation. Mfd For: Teva Parenteral Medicines, Inc., Irvine, CA 92618. NDC: 0703-0110-01",20180321,Class I,Pfizer Inc.,D-0596-2018,Letter,79114,20190807,,20180207,10017-5703,Voluntary: Firm initiated,Terminated,,,,,'ANDA078591','HYDROMORPHONE HYDROCHLORIDE','HYDROMORPHONE HYDROCHLORIDE',"'Teva Parenteral Medicines, Inc.'","'0703-0018', '0703-0110', '0703-0113'","'INTRAMUSCULAR', 'INTRAVENOUS', 'SUBCUTANEOUS'",'HYDROMORPHONE HYDROCHLORIDE',"'1724338', '1724340', '1724341'",'8a6499c7-a970-4743-8500-875b8104f5ba','f0b78db9-a38c-41bb-8233-5e93f7f18c5c',"'0703-0110-01', '0703-0110-03', '0703-0113-01', '0703-0113-03', '0703-0018-01'",True,nan,nan,nan,'L960UP2KRW'
United States,Peapack,100 North Route 206,Failed Dissolution Specifications: Dissolution at 8 hour was out of specification at 12 month at 25 degree Celsius.,,"28,938  units","Lot #: 03215042A, Exp. 08/17.",20170322,Nationwide within US,NJ,"Quillivant XR (methylphenidate HCl) for extended-release oral suspension, 300 mg/60 mL (25mg/5mL), Rx Only, Distributed by: NextWave Pharmaceuticals, Inc. A subsidiary of Pfizer Inc, New York, NY 10017  Manufactured by: Tris Pharma, Inc., Monmouth Junction, NJ 08852 (NDC 24478-190-10).",20170329,Class III,Pfizer Inc,D-0607-2017,Letter,76663,20190531,,20170307,07977,Voluntary: Firm initiated,Terminated,,,,,'NDA202100','QUILLIVANT','METHYLPHENIDATE HYDROCHLORIDE',"'NextWave Pharmaceuticals, Inc'","'24478-190', '24478-200', '24478-210', '24478-205'",'ORAL','METHYLPHENIDATE HYDROCHLORIDE',"'1312583', '1312589'",'3c243fb6-41ad-44b8-a644-1d5a9d3df322','e0157005-6e3e-4763-b910-9eb0937608c9',"'24478-190-10', '24478-200-20', '24478-210-30', '24478-205-25'",True,'0324478190101',nan,nan,'4B3SC438HI'
United States,Columbus,2550 John Glenn Ave Ste A,CGMP Deviations: lot made with active pharmaceutical ingredient that did not meet all its intended specifications.,,270 cartons,"Lot #: 174096, Exp 05/31/19",20180313,Nationwide in the USA,OH,"Aripiprazole Tablets, USP, 10 mg, 100 Tablets (10 x 10) unit dose blisters [NDC60687-179-11; UPC (01) 003 60687 179 11 7] per carton (NDC 60687-179-01), Rx Only, Distributed by: American Health Packaging, Columbus, Ohio 43217.",20180221,Class II,AMERICAN HEALTH PACKAGING,D-0595-2018,Letter,79036,20190314,,20180119,43217-1188,Voluntary: Firm initiated,Terminated,,,,"['31722-819', '31722-820', '31722-827', '31722-828', '31722-829', '31722-830']",'ANDA205064','ARIPIPRAZOLE','ARIPIPRAZOLE','American Health Packaging',"'60687-157', '60687-168', '60687-179', '60687-191', '60687-202', '60687-213'",'ORAL','ARIPIPRAZOLE',"'349490', '349545', '349547', '349553', '402131', '602964'",'945909e4-ab4a-3eb9-e053-2995a90ae93f','80e079f0-faf5-4c0c-b1a8-9bc3cc2cde00',"'60687-157-11', '60687-157-21', '60687-168-11', '60687-168-01', '60687-179-11', '60687-179-01', '60687-191-11', '60687-191-21', '60687-202-11', '60687-202-21', '60687-213-11', '60687-213-21'",nan,'003606871791','N0000175430','Atypical Antipsychotic EPC','82VFR53I78'
United States,Princeton,107 College Rd E,Failed Tablet/Capsule Specifications:  Product recalled due to reports of breakage and leakage of Paricalcitol capsules.,,"11,123 bottles","Lot #s: C404440, Exp 04/2016; C404946, Exp 05/2016; C505704, Exp 07/2017",20160218,Nationwide,NJ,"Paricalcitol Capsules, 4 mcg, 30 capsules per bottle, Rx Only, Mfd by: Dr. Reddy's Laboratories Limited, Bachupally, India, NDC 55111-665-30",20160224,Class III,"Dr. Reddy's Laboratories, Inc.",D-0721-2016,Letter,72648,20170622,,20151104,08540-6623,Voluntary: Firm initiated,Terminated,['Cholecalciferol [CS]'],,,,'ANDA091412','PARICALCITOL','PARICALCITOL',"""Dr. Reddy's Laboratories Limited""","'55111-663', '55111-664', '55111-665'",'ORAL','PARICALCITOL',"'577315', '577317', '577324'",'9cdba353-c828-7ee6-0fed-9eb342df7ffc','aa1a80e9-8778-a03e-5d53-d4b6a6363169',"'55111-663-30', '55111-663-01', '55111-663-05', '55111-663-79', '55111-663-81', '55111-664-30', '55111-664-01', '55111-664-05', '55111-664-79', '55111-664-81', '55111-665-30', '55111-665-01', '55111-665-05', '55111-665-79', '55111-665-81'",True,nan,"'M0004229', 'N0000175908'",'Vitamin D3 Analog EPC','6702D36OG5'
United States,Rockford,4901 Hiawatha Dr,Presence of Particulate Matter,,"a) 15,095 vials  b) 300 vials","Lot #: a) 7801082, Exp. 07/15 and b) 7801421, Exp. 09/16",20150813,Nationwide and Puerto Rico,IL,"Methotrexate Injection, USP 50 mg/2 mL (25 mg/mL), 2 mL Single-dose Vial, packaged in 5 x 2 mL vials per carton, Rx only, labeled as a) Distributed by Pfizer Labs, Division of Pfizer Inc., New York, NY  10017, NDC 0069-0146-01; and b) Manufactured for: Mylan Institutional LLC, Rockford, IL  61103, NDC 67457-467-99.",20150819,Class I,Mylan Institutional LLC,D-1328-2015,Letter,70936,20160629,,20150318,61103-1287,Voluntary: Firm initiated,Terminated,,,,,'ANDA201529','METHOTREXATE','METHOTREXATE','Mylan Institutional LLC',"'67457-466', '67457-467', '67457-486', '67457-485', '67457-480'","'INTRA-ARTERIAL', 'INTRAMUSCULAR', 'INTRATHECAL', 'INTRAVENOUS'",'METHOTREXATE SODIUM',"'1655956', '1655959', '1655960', '1655967', '1655968'",'6c8884a0-d167-48a8-a890-7bf72054d72b','ade151b9-b433-47dc-90f5-f6463f70c2fd',"'67457-467-21', '67457-467-99', '67457-486-04', '67457-486-99', '67457-485-08', '67457-485-99', '67457-466-10', '67457-480-40', '0069-0146-01'",True,nan,nan,nan,'3IG1E710ZN'
United States,Eatontown,465 Industrial Way W,Presence of Particulate Matter: This product is being recalled due to the discovery of particles in the stability samples and retain samples.,,"a) 308,275 vials; b) 2,008,850 vials","Lot #s: a) 113153.1, 113154.1, 113155.1, Exp 05/13; 113248.1, Exp 07/13; b) 103196.1, 103197.1, 103197.2, 103198.1, Exp 07/12; 103317.1, 103318.1, 103319.1, 103345.1, 103345.2, Exp 11/12; 103346.1, 103347.1, 103348.1, 103349.1, 103350.1, Exp 12/12; 113030.1, 113031.1, 113032.1, 113033.1, 113034.1, 113035.1, 113036.1, Exp 01/13; 113245.1, 113246.1, 113247.1, Exp 07/13",20120802,All lots were distributed throughout the US.,NJ,"Fosphenytoin Sodium Injection, USP, 100 mg PE per 2 mL (50 mg PE per mL), 2 mL Single Dose Vial, packaged in 25-count x 2 mL Single Dose Vials per carton, Rx only, Mfd. By: Hikma Farmaceutica (Portugal), S.A.; Dist. By: West-Ward Pharmaceutical Corp., Eatontown, NJ  07724 USA under the labels a) NOVAPLUS (NDC 0143-9704-25), b) West-Ward (NDC 0143-9788-25).",20120808,Class II,West-ward Pharmaceutical Corp.,D-1437-2012,Letter,62627,20150116,,20120413,07724-2209,Voluntary: Firm initiated,Terminated,,,,,'ANDA078765','FOSPHENYTOIN SODIUM','FOSPHENYTOIN SODIUM','West-Ward Pharmaceuticals Corp',"'0143-9782', '0143-9788'","'INTRAMUSCULAR', 'INTRAVENOUS'",'FOSPHENYTOIN SODIUM',"'1670195', '1670200'",'6b56fe59-9fb1-410b-b57c-7ada1662136a','c92df63b-5140-4213-8d43-8327ff6230b7',"'0143-9788-01', '0143-9788-25', '0143-9782-01', '0143-9782-10', '0143-9704-25'",True,nan,nan,nan,'7VLR55452Z'
United States,Lake Forest,275 N Field Dr,"Lack of Assurance of Sterility: Hospira, Inc is voluntarily recalling the products due to possible leaking bags.",,"2,137,660 units","Lot #: a) 89-135-JT,  04-224-JT, 07-138-JT, Exp 4/13, 08-160-JT Exp. 8/13 ; b) 08-163-JT, 90-036-JT, 02-048-JT, Exp 2/13; c) 93-102-JT, 11-063-JT, Exp 9/12; d) 93-096-JT, Exp 11/12",20130621,"Nationwide Puerto Rico, U.S. Virgin Island, Libya, Saudi Arabia",IL,"0.9% Sodium Chloride Injection, USP, Polyolefin Flexible Container, a) 500 mL (NDC 0409-7983-30), b) 1000 mL (NDC 0409-7983-48), c) 250 mL (NDC 0409-7983-02), d) 150 mL (NDC 0409-7983-61), Rx Only, by Hospira, Inc., Lake Forest, IL 60045",20130703,Class II,Hospira Inc.,D-611-2013,Letter,61918,20150717,,20120504,60045-2579,Voluntary: Firm initiated,Terminated,,,,,'NDA016366','SODIUM CHLORIDE','SODIUM CHLORIDE',"'Hospira, Inc.'","'0409-7983', '0409-7730', '0409-7984', '0409-7985'",'INTRAVENOUS','SODIUM CHLORIDE',"'1807547', '1807550', '1807551', '1807552', '1807627', '1807630', '1807631', '1807632', '1807633', '1807634', '1807639'",'9788db74-ff4f-41d6-9c2e-f8d4850e5662','089fc1de-00ae-41b6-7c97-1217f0cecc03',"'0409-7730-20', '0409-7730-36', '0409-7730-37', '0409-7983-61', '0409-7983-02', '0409-7983-03', '0409-7983-09', '0409-7983-55', '0409-7983-53', '0409-7984-37', '0409-7984-20', '0409-7984-13', '0409-7984-23', '0409-7984-36', '0409-7985-02', '0409-7985-03', '0409-7985-09', '0409-7983-30', '0409-7983-48'",True,nan,nan,nan,'451W47IQ8X'
United States,East Brunswick,1 Tower Center Blvd Ste 1700,"CGMP Deviations: FDA lab confirmed presence of an impurity, N-Methylnitrosobutyric acid (NMBA) in the finished product above the interim acceptable daily intake level at the manufacturer",,3697 bottles,CLO17014A exp 12/2019  CLO17015A exp 01/2020  CLO17016A exp 01/2020  CLO17017A exp 01/2020  CLO18001A exp 01/2020  CLO18002B exp 01/2020,20190521,Nationwide,NJ,"Losartan Potassium Tablets USP 100 mg 1000 film coated tablets Rx only     Manufactured by: Vivimed Life Sciences Private Limited, Plot No. 101, 102, 107 & 108  SIDCO Pharmaceutical Complex, Alathur, Kanchipuram - 603 110, Tamilnadu, India.   Manufactured for: Heritage Pharmaceuticals Inc., East Brunswick, NJ 08816. 1-866-901-DRUG (3784)    NDC 23155-646-10",20190529,Class II,"Heritage Pharmaceuticals, Inc.",D-1290-2019,Press Release,82782,20201116,,20190503,08816-1145,Voluntary: Firm initiated,Terminated,,,,,'ANDA090382','LOSARTAN POTASSIUM','LOSARTAN POTASSIUM','Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.',"'23155-644', '23155-645', '23155-646'",'ORAL','LOSARTAN POTASSIUM',"'979480', '979485', '979492'",'ab9a41fe-7b40-a543-e053-2995a90acab6','a3f034a4-c65b-4f53-9f2e-fef80c260b84',"'23155-644-03', '23155-644-09', '23155-644-10', '23155-645-03', '23155-645-09', '23155-645-10', '23155-646-03', '23155-646-09', '23155-646-10'",True,nan,nan,nan,'3ST302B24A'
United States,Davie,4131 Sw 47th Ave,CGMP Deviations: Recall initiated as a precautionary measure due to a potential risk of product contamination with the bacteria B. cepacia.,Suite 1403,"5,928 bottles","Lot #: 25291601, Exp 03/18",20160927,Nationwide,FL,"Ninjacof (chlophedianol HCl and pyrilamine maleate) Liquid, 12.5 mg/12.5 mg in each 5 mL, 16 fl oz (473 mL) bottle, Manufactured for: Centurion Labs, LLC, Birmingham, AL  35243, NDC 23359-032-16.",20161005,Class II,Pharmatech LLC,D-1521-2016,Letter,74874,,,20160808,33314-4026,Voluntary: Firm initiated,Ongoing,,,,,'part341','NINJACOF','CHLOPHEDIANOL HCL AND PYRILAMINE MALEATE',"'Centurion Labs, LLC'",'23359-032','ORAL',"'CHLOPHEDIANOL HYDROCHLORIDE', 'PYRILAMINE MALEATE'","'1593749', '1593756'",'b686f7d7-8d48-6b7e-e053-2a95a90a251c','e2bca40f-9c27-ec8b-2ff0-ef9847ba2037',"'23359-032-16', '23359-032-10', '23359-032-04'",True,nan,nan,nan,"'69QQ58998Y', 'R35D29L3ZA'"
United States,Largo,7265 Ulmerton Rd,CGMP Deviations: Purified water used to manufacture the drug products may have been contaminated with Burkholderia cepacia.,,"12,059 unit  dose cups","Lot No. 428700 (Exp. 11/17), 409500 (Exp. 06/17)",20170202,Nationwide,FL,"Phenytoin Oral Suspension, USP 100 mg/ 4 mL, 50 unit dose cups of 4 mL per case., Rx only, Manufactured by VistaPharm, Largo, FL 33771, NDC No. 66689-036-50.",20170208,Class II,"VistaPharm, Inc.",D-0460-2017,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",75650,,,20170118,33771-4809,Voluntary: Firm initiated,Ongoing,,"['Cytochrome P450 1A2 Inducers [MoA]', 'Cytochrome P450 2B6 Inducers [MoA]', 'Cytochrome P450 2C8 Inducers [MoA]', 'Cytochrome P450 2C19 Inducers [MoA]', 'Cytochrome P450 2D6 Inducers [MoA]', 'Cytochrome P450 3A Inducers [MoA]', 'Cytochrome P450 2C9 Inducers [MoA]']",['Decreased Central Nervous System Disorganized Electrical Activity [PE]'],,'ANDA040342','PHENYTOIN','PHENYTOIN',"'VistaPharm, Inc.'",'66689-036','ORAL','PHENYTOIN','1313112','5bc3dfe8-2676-4ca6-b6f4-902c6dac168a','85cc5cd9-695f-4a71-9275-e0099c505185',"'66689-036-01', '66689-036-50'",True,nan,"'N0000175753', 'N0000008486', 'N0000191266', 'N0000187064', 'N0000187063', 'N0000185607', 'N0000191267', 'N0000190118', 'N0000185507'",'Anti-epileptic Agent EPC','6158TKW0C5'
United States,Peapack,100 North Route 206,Failed Dissolution Specifications: Dissolution at 8 hour was out of specification at 12 month at 25 degree Celsius.,,"11,862 units","Lot #: 03216026A, Exp. 02/18",20170322,Nationwide within US,NJ,"Quillivant XR (methylphenidate HCl) for extended-release oral suspension, 750 mg/150 mL (25mg/5mL), Rx Only, Distributed by: NextWave Pharmaceuticals, Inc. A subsidiary of Pfizer Inc, New York, NY 10017  Manufactured by: Tris Pharma, Inc., Monmouth Junction, NJ 08852 (NDC 24478-205-25).",20170329,Class III,Pfizer Inc,D-0608-2017,Letter,76663,20190531,,20170307,07977,Voluntary: Firm initiated,Terminated,,,,,'NDA202100','QUILLIVANT','METHYLPHENIDATE HYDROCHLORIDE',"'NextWave Pharmaceuticals, Inc'","'24478-190', '24478-200', '24478-210', '24478-205'",'ORAL','METHYLPHENIDATE HYDROCHLORIDE',"'1312583', '1312589'",'3c243fb6-41ad-44b8-a644-1d5a9d3df322','e0157005-6e3e-4763-b910-9eb0937608c9',"'24478-190-10', '24478-200-20', '24478-210-30', '24478-205-25'",True,'0324478190101',nan,nan,'4B3SC438HI'
United States,Basking Ridge,150 Allen Rd Ste 102,"CGMP Deviations: FDA lab confirmed presence of an impurity, N-Methylnitrosobutyric acid (NMBA)  in the finished product above the interim acceptable daily intake level.",,"172,296 bottles","Count, lots, expiry: [30-count bottle] Lot BEF8D058,exp 11/30/2020 [90-count bottle] Lots BEF8D009, BEF8D010, BEF8D011, BEF8D012, BEF8D013,   BEF8D007, BEF8D008, exp 3/31/2020; Lots BEF8D023, BEF8D024, BEF8D025, BEF8D020, BEF8D021, BEF8D022, exp 4/30/2020; Lots BEF8D054, BEF8D055, BEF8D056, exp 10/31/2020; Lots BEF8D057, exp 11/30/2020",20190410,Nationwide USA and Puerto Rico,NJ,"Losartan Potassium / Hydrochlorothiazide Tablets, USP 100mg/12.5mg,  a) 30-count (NDC: 13668-117-30), b) 90-count (NDC: 13668-117-90) per bottle , Rx only, Manufactured by: Torrent Pharmaceuticals LTD, Indrad-382 721, Dist. Mehsana India.  For: Torrent Pharma, Inc, 150 Allen Road, Suite 102, Basking Ridge, NJ",20190417,Class II,Torrent Pharma Inc.,D-1118-2019,Letter,82585,,,20190228,07920-3856,Voluntary: Firm initiated,Ongoing,['Thiazides [CS]'],,['Increased Diuresis [PE]'],,'ANDA090528','LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE','LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE','Torrent Pharmaceuticals Limited',"'13668-116', '13668-117', '13668-118'",'ORAL',"'HYDROCHLOROTHIAZIDE', 'LOSARTAN POTASSIUM'","'979464', '979468', '979471'",'456b139b-951b-41ae-8af0-7b14797427db','bbd3ab1d-0b54-4051-9fb6-a3fc0ef3d4a5',"'13668-116-90', '13668-116-10', '13668-116-74', '13668-116-30', '13668-117-30', '13668-117-90', '13668-117-10', '13668-117-74', '13668-118-30', '13668-118-90', '13668-118-10', '13668-118-74'",True,'0000787000071',"'N0000175359', 'N0000175419', 'M0471776'",'Thiazide Diuretic EPC',"'3ST302B24A', '0J48LPH2TH'"
United States,Jacksonville,4345 Southpoint Blvd,"Temperature Abuse: One shipment was inadvertantly stored refrigerated rather than the labeled room temperature recommendation at McKesson Medical-Surgical Inc., one of the distributing wholesalers.",,10 vials,"Lot #140502, Exp 10/31/2015",20141003,"McKesson Medical-Surgical Inc distributed to (6) physicians and/or medical facilities in WA, OR, and MT.",FL,"Amiodarone HCl Injection, 450 mg/9 mL (50 mg per mL), 9 mL Single-Use Vial, Rx only, Manufactured for Mylan Institutional, LLC, Rockford, IL 61103, NDC 67457-153-09.",20141015,Class II,Mckesson,D-0005-2015,Telephone,69346,20170417,,20140912,32216-6166,Voluntary: Firm initiated,Terminated,,,,,'ANDA076217','AMIODARONE HYDROCHLORIDE','AMIODARONE HYDROCHLORIDE','Mylan Institutional LLC','67457-153','INTRAVENOUS','AMIODARONE HYDROCHLORIDE',"'1663224', '1663244', '1663248'",'bd9c578c-322f-41fc-936d-bf9b551a2782','fcc8658c-761a-443f-8c32-1499d86028ec',"'67457-153-00', '67457-153-03', '67457-153-99', '67457-153-09', '67457-153-18'",True,nan,nan,nan,'976728SY6Z'
United States,Princeton,"821 Alexander Rd, Ste 204",Labeling: Not Elsewhere Classified: RFID formatting error which reads product in Ultraject syringe as expired and will not allow injection of product by the Optivantage injector.,120 W 7th St   Suite,3140 syringes,"Lots: L159A, Exp. 06/2021; L169A, Exp. 07/2021",20191009,Nationwide in the USA,NJ,"Sodium Chloride Injection USP 0.9%, packaged in 1 - 125 mL Ultraject Prefilled Syringe For Power Injection per carton, RFID Technology, Rx Only, Manufactured by: Liebel-Flarshelm Company, LLC., Raleigh, NC 27616; NDC 0019-1188-27.",20191016,Class III,GUERBET LLC,D-0138-2020,Letter,83798,,,20190913,08540-0000,Voluntary: Firm initiated,Ongoing,,,,,'NDA021569','SODIUM CHLORIDE','SODIUM CHLORIDE','Liebel-Flarsheim Company LLC','0019-1188','INTRAVASCULAR','SODIUM CHLORIDE',nan,'24d68ce2-7a7c-4927-94d1-f23106601b6f','e4540d03-06b4-4b4d-b859-75c13e5c20dd',"'0019-1188-81', '0019-1188-27'",True,'0300191188816',nan,nan,'451W47IQ8X'
United States,Huntsville,120 Vintage Dr NE,Failed Tablet/Capsule Specifications: Broken tablets found in sealed bottles.,,"23,544 bottles","T062A14A, Exp 12/15",20140903,Nationwide,AL,"OXYCODONE and ACETAMINOPHEN, USP 10 mg/325 mg, CII, 100 TABLETS, Rx only, Manufactured for: QUALITEST PHARMACEUTICALS, HUNTSVILLE, AL 35811, NDC 0603-4982-21",20140910,Class II,Qualitest Pharmaceuticals,D-1572-2014,Letter,69157,20160201,,20140827,35811-8216,Voluntary: Firm initiated,Terminated,,,,,'ANDA090734','OXYCODONE AND ACETAMINOPHEN','OXYCODONE HYDROCHLORIDE AND ACETAMINOPHEN','Par Pharmaceutical',"'0603-4979', '0603-4982'",'ORAL',"'OXYCODONE HYDROCHLORIDE', 'ACETAMINOPHEN'","'1049214', '1049225'",'ff6eeb3d-3d05-4f53-b33d-5eca28ff4108','c2520a5a-ef9c-47d0-82e7-12f2b23e154b',"'0603-4979-21', '0603-4979-28', '0603-4982-21', '0603-4982-28'",True,"'0306034979214', '0349884123451', '0306034982214'",nan,nan,"'362O9ITL9D', 'C1ENJ2TE6C'"
United States,Hauppauge,"Suite # 401, 4th Floor",CGMP Deviations: Various strengths of ibuprofen tablets/caplets are being recalled due to complaints of odor related to CGMP deficiencies.,"Room No. 430, 150 Motor Parkway","21,584,100 tablets","Lot #: HK6001, HK6002, HK6003, HK6004, HK6005, HK6006, HK6007, HK6008, HK6009, HK6010, HK6011, HK6012, HK6013, HK6014, HK6015, Exp 09/18",20180124,Distributed to repackaging firms in NY who then distributed Nationwide in the USA.,NY,"Ibuprofen Tablets, USP 400 mg, 6 x 3500 Tablets bulk packed in double polybag shipper packs for further packaging, Rx only, Manufactured by: Marksans Pharma Ltd., Plot No. L-82, L-83, Verna Indl. Estate, Verna, Goa - 403 722, India, NDC 25000-121-29.",20180131,Class II,Marksans Pharma Inc.,D-0238-2018,Letter,78822,20200526,,20180109,11788,Voluntary: Firm initiated,Terminated,"['Anti-Inflammatory Agents, Non-Steroidal [CS]']",['Cyclooxygenase Inhibitors [MoA]'],,,'ANDA090796','IBUPROFEN','IBUPROFEN','MARKSANS PHARMA LIMITED',"'25000-121', '25000-122', '25000-123'",'ORAL','IBUPROFEN',"'197805', '197806', '197807'",'a838f8d6-e1db-481a-8fd5-0731bda8f675','e54209c2-f726-440b-ac60-5a72710d2a9b',"'25000-121-03', '25000-121-12', '25000-121-19', '25000-121-29', '25000-121-98', '25000-121-93', '25000-122-03', '25000-122-12', '25000-122-18', '25000-122-28', '25000-122-98', '25000-122-93', '25000-123-03', '25000-123-12', '25000-123-17', '25000-123-27', '25000-123-98', '25000-123-93'",True,"'0325000122126', '0325000123123', '0325000121129'","'N0000000160', 'M0001335', 'N0000175722'",'Nonsteroidal Anti-inflammatory Drug EPC','WK2XYI10QM'
United States,Bridgewater,400 Somerset Corporate Blvd,"Subpotent Drug; for the active, HCB, and preservatives, Propylparaben and Butylparaben at the 18 month stability test point",,1663 tubes,"Lot number 13052B, Exp. 03/2015, NDC16781-382-15",20141016,Nationwide and Puerto Rico,NJ,"Locoid (hydrocortisone butyrate 0.1%), Cream, Net Wt. 15 gm tubes, Rx only, Manufactured for:  Onset Dermatologics, LLC, Cumberland, RI 02864 By:  Ferndale Laboratories, Inc. Ferndale, MI  48220 --- NDC 16781-382-15",20141022,Class III,Valeant Pharmaceuticals International,D-0026-2015,Letter,69359,20150403,,20141002,08807-2867,Voluntary: Firm initiated,Terminated,,,,,'NDA018514','LOCOID','HYDROCORTISONE BUTYRATE',"'Bausch Health US, LLC'",'16781-382','TOPICAL','HYDROCORTISONE BUTYRATE',"'1370770', '1370772'",'ec85def8-75bb-4a74-a983-881b14050a9b','c7b4f583-2f79-4242-8ed2-d0e19ce8a510',"'16781-382-45', '16781-382-15'",True,nan,nan,nan,'05RMF7YPWN'
